year,ready_reckoner_value,registration_date,purchaser_age,purchaser_pincode,final_area_sqft,purchaser_micromarket,developer_name,micromarket,project_pincode,primary_or_secondary,floor,rera_project_status,completion_date
,"1,03,74,808",,,,,,,,,,,,
,"1,06,58,542",,,,,,,,,,,,
,"77,47,878",,,,,,,,,,,,
,"97,67,714",,,,,,,,,,,,
,"1,10,97,486",,,,,,,,,,,,
,"94,64,022",,,,,,,,,,,,
,"2,24,11,369",,,,,,,,,,,,
,"51,18,897",,,,,,,,,,,,
,"75,53,437",,,,,,,,,,,,
,"1,31,11,706",,,,,,,,,,,,
,"43,72,839",,,,,,,,,,,,
,"1,40,58,765",,,,,,,,,,,,
,"2,86,41,833",,,,,,,,,,,,
,"1,08,24,710",,,,,,,,,,,,
,"43,03,753",,,,,,,,,,,,
,"89,79,111",,,,,,,,,,,,
,"77,03,885",,,,,,,,,,,,
,"1,69,51,109",,,,,,,,,,,,
,"73,17,415",,,,,,,,,,,,
,"1,33,02,159",,,,,,,,,,,,
,"86,89,576",,,,,,,,,,,,
,"3,00,57,182",,,,,,,,,,,,
,"1,75,01,127",,,,,,,,,,,,
,"1,91,18,594",,,,,,,,,,,,
,"78,33,946",,,,,,,,,,,,
,"66,75,060",,,,,,,,,,,,
,"62,41,632",,,,,,,,,,,,
,"1,78,83,216",,,,,,,,,,,,
,"78,11,644",,,,,,,,,,,,
,"1,18,73,473",,,,,,,,,,,,
,"51,95,829",,,,,,,,,,,,
,"2,56,84,605",,,,,,,,,,,,
,"1,20,76,623",,,,,,,,,,,,
,"1,25,06,714",,,,,,,,,,,,
,"1,04,58,978",,,,,,,,,,,,
,"1,76,27,791",,,,,,,,,,,,
,"72,37,286",,,,,,,,,,,,
,"2,35,39,620",,,,,,,,,,,,
,"1,44,52,044",,,,,,,,,,,,
,"1,68,89,663",,,,,,,,,,,,
,"1,64,68,828",,,,,,,,,,,,
,"1,06,10,549",,,,,,,,,,,,
,"1,04,33,254",,,,,,,,,,,,
,"66,24,500",,,,,,,,,,,,
,"77,74,652",,,,,,,,,,,,
,"1,28,72,491",,,,,,,,,,,,
,"46,72,591",,,,,,,,,,,,
,"1,47,09,341",,,,,,,,,,,,
,"1,88,25,361",,,,,,,,,,,,
,"1,64,06,000",,,,,,,,,,,,
,"43,87,402",,,,,,,,,,,,
,"1,44,27,202",,,,,,,,,,,,
,"70,79,102",,,,,,,,,,,,
,"1,43,58,464",,,,,,,,,,,,
,"98,63,498",,,,,,,,,,,,
,"1,11,06,033",,,,,,,,,,,,
,"1,47,79,654",,,,,,,,,,,,
,"2,13,26,634",,,,,,,,,,,,
,"1,18,01,881",,,,,,,,,,,,
,"97,91,902",,,,,,,,,,,,
,"79,73,820",,,,,,,,,,,,
,"76,91,442",,,,,,,,,,,,
,"64,88,399",,,,,,,,,,,,
,"66,85,040",,,,,,,,,,,,
,"53,31,306",,,,,,,,,,,,
,"49,01,190",,,,,,,,,,,,
,"56,81,247",,,,,,,,,,,,
,"3,30,41,185",,,,,,,,,,,,
,"1,20,59,018",,,,,,,,,,,,
,"73,80,486",,,,,,,,,,,,
,"1,25,25,255",,,,,,,,,,,,
,"1,74,18,047",,,,,,,,,,,,
,"29,53,976",,,,,,,,,,,,
,"1,49,94,746",,,,,,,,,,,,
,"74,52,128",,,,,,,,,,,,
,"51,04,559",,,,,,,,,,,,
,"59,83,301",,,,,,,,,,,,
,"60,86,520",,,,,,,,,,,,
,"1,60,79,951",,,,,,,,,,,,
,"53,84,969",,,,,,,,,,,,
,"1,26,44,959",,,,,,,,,,,,
,"91,22,800",,,,,,,,,,,,
,"1,63,42,267",,,,,,,,,,,,
,"79,68,448",,,,,,,,,,,,
,"1,45,62,570",,,,,,,,,,,,
,"1,24,23,843",,,,,,,,,,,,
,"1,37,41,948",,,,,,,,,,,,
,"1,56,13,542",,,,,,,,,,,,
,"48,69,320",,,,,,,,,,,,
,"1,33,39,579",,,,,,,,,,,,
,"2,06,31,583",,,,,,,,,,,,
,"1,78,08,099",,,,,,,,,,,,
,"68,33,182",,,,,,,,,,,,
,"84,47,404",,,,,,,,,,,,
,"1,44,29,200",,,,,,,,,,,,
,"1,11,52,977",,,,,,,,,,,,
,"53,99,940",,,,,,,,,,,,
,"1,35,07,461",,,,,,,,,,,,
,"1,98,34,340",,,,,,,,,,,,
,"1,89,96,986",,,,,,,,,,,,
,"1,59,39,510",,,,,,,,,,,,
,"1,29,64,791",,,,,,,,,,,,
,"1,04,97,884",,,,,,,,,,,,
,"86,66,005",,,,,,,,,,,,
,"1,50,28,885",,,,,,,,,,,,
,"83,41,830",,,,,,,,,,,,
,"71,05,664",,,,,,,,,,,,
,"89,22,288",,,,,,,,,,,,
,"84,74,672",,,,,,,,,,,,
,"1,28,08,063",,,,,,,,,,,,
,"1,66,01,930",,,,,,,,,,,,
,"1,15,60,465",,,,,,,,,,,,
,"1,76,29,000",,,,,,,,,,,,
,"57,62,160",,,,,,,,,,,,
,"1,64,15,043",,,,,,,,,,,,
,"1,52,30,326",,,,,,,,,,,,
,"93,19,131",,,,,,,,,,,,
,"32,13,168",,,,,,,,,,,,
,"2,23,98,356",,,,,,,,,,,,
,"1,12,05,578",,,,,,,,,,,,
,"1,87,08,098",,,,,,,,,,,,
,"86,31,934",,,,,,,,,,,,
,"68,38,313",,,,,,,,,,,,
,"1,22,27,582",,,,,,,,,,,,
,"2,02,09,921",,,,,,,,,,,,
,"1,04,53,765",,,,,,,,,,,,
,"61,29,851",,,,,,,,,,,,
,"78,29,031",,,,,,,,,,,,
,"86,12,031",,,,,,,,,,,,
,"1,09,93,260",,,,,,,,,,,,
,"35,00,507",,,,,,,,,,,,
,"2,13,20,500",,,,,,,,,,,,
,"35,69,011",,,,,,,,,,,,
,"1,48,79,913",,,,,,,,,,,,
,"1,31,40,530",,,,,,,,,,,,
,"1,04,40,214",,,,,,,,,,,,
,"51,46,633",,,,,,,,,,,,
,"34,42,932",,,,,,,,,,,,
,"1,34,24,103",,,,,,,,,,,,
,"84,31,526",,,,,,,,,,,,
,"1,75,93,009",,,,,,,,,,,,
,"64,98,500",,,,,,,,,,,,
,"83,10,760",,,,,,,,,,,,
,"65,91,629",,,,,,,,,,,,
,"67,71,315",,,,,,,,,,,,
,"78,89,440",,,,,,,,,,,,
,"1,58,03,483",,,,,,,,,,,,
,"78,59,507",,,,,,,,,,,,
,"1,61,37,631",,,,,,,,,,,,
,"85,69,178",,,,,,,,,,,,
,"68,20,781",,,,,,,,,,,,
,"81,72,653",,,,,,,,,,,,
,"2,11,89,000",,,,,,,,,,,,
,"1,06,08,467",,,,,,,,,,,,
,"84,11,159",,,,,,,,,,,,
,"83,36,525",,,,,,,,,,,,
,"63,82,744",,,,,,,,,,,,
,"1,20,85,435",,,,,,,,,,,,
,"88,69,976",,,,,,,,,,,,
,"63,08,809",,,,,,,,,,,,
,"3,27,57,960",,,,,,,,,,,,
,"36,35,840",,,,,,,,,,,,
,"1,33,09,220",,,,,,,,,,,,
,"1,99,30,495",,,,,,,,,,,,
,"75,40,350",,,,,,,,,,,,
,"38,94,450",,,,,,,,,,,,
,"49,94,882",,,,,,,,,,,,
,"1,82,05,528",,,,,,,,,,,,
,"1,96,58,200",,,,,,,,,,,,
,"2,04,97,257",,,,,,,,,,,,
,"59,92,884",,,,,,,,,,,,
,"71,28,619",,,,,,,,,,,,
,"85,03,954",,,,,,,,,,,,
,"89,66,265",,,,,,,,,,,,
,"40,88,578",,,,,,,,,,,,
,"52,52,851",,,,,,,,,,,,
,"79,77,544",,,,,,,,,,,,
,"68,68,620",,,,,,,,,,,,
,"1,71,81,904",,,,,,,,,,,,
,"57,57,476",,,,,,,,,,,,
,"78,54,481",,,,,,,,,,,,
,"2,50,29,989",,,,,,,,,,,,
,"1,41,20,850",,,,,,,,,,,,
,"70,68,086",,,,,,,,,,,,
,"1,45,86,032",,,,,,,,,,,,
,"95,18,845",,,,,,,,,,,,
,"1,03,96,401",,,,,,,,,,,,
,"1,60,92,111",,,,,,,,,,,,
,"96,63,738",,,,,,,,,,,,
,"78,59,787",,,,,,,,,,,,
,"1,70,51,851",,,,,,,,,,,,
,"63,37,435",,,,,,,,,,,,
,"90,22,000",,,,,,,,,,,,
,"48,70,200",,,,,,,,,,,,
,"69,04,006",,,,,,,,,,,,
,"1,20,96,392",,,,,,,,,,,,
,"73,47,000",,,,,,,,,,,,
,"1,47,26,799",,,,,,,,,,,,
,"60,94,122",,,,,,,,,,,,
,"42,89,334",,,,,,,,,,,,
,"1,29,59,672",,,,,,,,,,,,
,"68,77,566",,,,,,,,,,,,
,"1,70,38,918",,,,,,,,,,,,
,"1,85,92,349",,,,,,,,,,,,
,"83,14,386",,,,,,,,,,,,
,"1,07,22,284",,,,,,,,,,,,
,"81,83,787",,,,,,,,,,,,
,"54,64,397",,,,,,,,,,,,
,"1,93,65,885",,,,,,,,,,,,
,"1,27,79,126",,,,,,,,,,,,
,"2,39,79,420",,,,,,,,,,,,
,"1,77,84,407",,,,,,,,,,,,
,"96,13,717",,,,,,,,,,,,
,"1,19,65,320",,,,,,,,,,,,
,"64,73,064",,,,,,,,,,,,
,"93,75,224",,,,,,,,,,,,
,"99,31,451",,,,,,,,,,,,
,"45,68,824",,,,,,,,,,,,
,"1,26,42,383",,,,,,,,,,,,
,"2,00,68,478",,,,,,,,,,,,
,"78,20,688",,,,,,,,,,,,
,"1,11,98,673",,,,,,,,,,,,
,"2,11,52,076",,,,,,,,,,,,
,"1,73,31,500",,,,,,,,,,,,
,"1,67,10,644",,,,,,,,,,,,
,"67,79,076",,,,,,,,,,,,
,"1,04,21,090",,,,,,,,,,,,
,"1,39,18,068",,,,,,,,,,,,
,"55,90,831",,,,,,,,,,,,
,"78,49,102",,,,,,,,,,,,
,"53,06,116",,,,,,,,,,,,
,"1,37,41,976",,,,,,,,,,,,
,"1,11,04,668",,,,,,,,,,,,
,"1,74,75,336",,,,,,,,,,,,
,"60,41,952",,,,,,,,,,,,
,"1,48,54,732",,,,,,,,,,,,
,"1,94,94,223",,,,,,,,,,,,
,"1,02,49,727",,,,,,,,,,,,
,"77,84,003",,,,,,,,,,,,
,"1,68,39,268",,,,,,,,,,,,
,"83,46,596",,,,,,,,,,,,
,"99,72,442",,,,,,,,,,,,
,"1,53,65,209",,,,,,,,,,,,
,"1,57,04,551",,,,,,,,,,,,
,"1,48,68,018",,,,,,,,,,,,
,"1,40,42,500",,,,,,,,,,,,
,"1,09,16,946",,,,,,,,,,,,
,"71,49,886",,,,,,,,,,,,
,"1,66,75,206",,,,,,,,,,,,
,"1,02,64,500",,,,,,,,,,,,
,"2,10,64,734",,,,,,,,,,,,
,"54,00,182",,,,,,,,,,,,
,"1,29,64,182",,,,,,,,,,,,
,"1,81,36,434",,,,,,,,,,,,
,"1,40,69,508",,,,,,,,,,,,
,"91,89,619",,,,,,,,,,,,
,"2,16,21,724",,,,,,,,,,,,
,"36,35,900",,,,,,,,,,,,
,"1,53,66,762",,,,,,,,,,,,
,"2,15,73,815",,,,,,,,,,,,
,"1,38,51,803",,,,,,,,,,,,
,"89,02,912",,,,,,,,,,,,
,"1,40,83,894",,,,,,,,,,,,
,"64,49,784",,,,,,,,,,,,
,"1,18,92,414",,,,,,,,,,,,
,"88,21,339",,,,,,,,,,,,
,"1,18,17,776",,,,,,,,,,,,
,"1,36,53,390",,,,,,,,,,,,
,"1,38,56,804",,,,,,,,,,,,
,"81,57,634",,,,,,,,,,,,
,"1,05,01,500",,,,,,,,,,,,
,"1,52,71,394",,,,,,,,,,,,
,"70,58,532",,,,,,,,,,,,
,"35,95,864",,,,,,,,,,,,
,"1,24,19,403",,,,,,,,,,,,
,"1,75,16,739",,,,,,,,,,,,
,"1,09,17,000",,,,,,,,,,,,
,"1,21,59,733",,,,,,,,,,,,
,"72,52,094",,,,,,,,,,,,
,"95,27,062",,,,,,,,,,,,
,"2,32,67,515",,,,,,,,,,,,
,"1,84,85,281",,,,,,,,,,,,
,"1,54,81,544",,,,,,,,,,,,
,"1,26,14,998",,,,,,,,,,,,
,"2,44,54,448",,,,,,,,,,,,
,"71,12,190",,,,,,,,,,,,
,"65,82,807",,,,,,,,,,,,
,"2,22,75,778",,,,,,,,,,,,
,"1,76,80,882",,,,,,,,,,,,
,"37,69,800",,,,,,,,,,,,
,"1,18,49,500",,,,,,,,,,,,
,"1,38,81,741",,,,,,,,,,,,
,"51,73,642",,,,,,,,,,,,
,"59,66,706",,,,,,,,,,,,
,"91,26,226",,,,,,,,,,,,
,"1,23,21,494",,,,,,,,,,,,
,"1,76,54,515",,,,,,,,,,,,
,"1,17,83,208",,,,,,,,,,,,
,"1,02,86,355",,,,,,,,,,,,
,"71,48,450",,,,,,,,,,,,
,"99,63,605",,,,,,,,,,,,
,"1,13,21,993",,,,,,,,,,,,
,"61,54,280",,,,,,,,,,,,
,"59,58,915",,,,,,,,,,,,
,"1,03,46,866",,,,,,,,,,,,
,"1,50,68,652",,,,,,,,,,,,
,"1,15,55,175",,,,,,,,,,,,
,"34,26,642",,,,,,,,,,,,
,"1,32,66,808",,,,,,,,,,,,
,"1,05,44,580",,,,,,,,,,,,
,"95,06,867",,,,,,,,,,,,
,"69,42,577",,,,,,,,,,,,
,"2,42,51,920",,,,,,,,,,,,
,"77,66,542",,,,,,,,,,,,
,"67,34,555",,,,,,,,,,,,
,"2,22,61,794",,,,,,,,,,,,
,"56,80,710",,,,,,,,,,,,
,"1,69,86,119",,,,,,,,,,,,
,"80,12,500",,,,,,,,,,,,
,"1,38,01,205",,,,,,,,,,,,
,"1,48,60,776",,,,,,,,,,,,
,"1,54,33,195",,,,,,,,,,,,
,"98,19,213",,,,,,,,,,,,
,"87,02,000",,,,,,,,,,,,
,"65,78,748",,,,,,,,,,,,
,"1,00,06,094",,,,,,,,,,,,
,"1,68,98,013",,,,,,,,,,,,
,"1,69,84,587",,,,,,,,,,,,
,"69,38,241",,,,,,,,,,,,
,"1,32,18,342",,,,,,,,,,,,
,"60,33,605",,,,,,,,,,,,
,"71,95,367",,,,,,,,,,,,
,"79,31,166",,,,,,,,,,,,
,"1,15,06,348",,,,,,,,,,,,
,"96,71,593",,,,,,,,,,,,
,"36,35,839",,,,,,,,,,,,
,"1,00,75,074",,,,,,,,,,,,
,"1,73,66,790",,,,,,,,,,,,
,"1,85,18,276",,,,,,,,,,,,
,"60,98,308",,,,,,,,,,,,
,"1,16,80,100",,,,,,,,,,,,
,"1,28,29,087",,,,,,,,,,,,
,"88,63,102",,,,,,,,,,,,
,"1,17,81,862",,,,,,,,,,,,
,"1,05,23,327",,,,,,,,,,,,
,"95,12,651",,,,,,,,,,,,
,"1,51,87,120",,,,,,,,,,,,
,"1,82,19,707",,,,,,,,,,,,
,"1,87,75,851",,,,,,,,,,,,
,"8,14,03,299",,,,,,,,,,,,
,"1,48,03,377",,,,,,,,,,,,
,"77,66,826",,,,,,,,,,,,
,"1,08,67,487",,,,,,,,,,,,
,"81,56,912",,,,,,,,,,,,
,"97,74,353",,,,,,,,,,,,
,"1,76,87,799",,,,,,,,,,,,
,"1,23,70,588",,,,,,,,,,,,
,"1,14,25,632",,,,,,,,,,,,
,"1,30,06,846",,,,,,,,,,,,
,"68,19,097",,,,,,,,,,,,
,"1,19,69,038",,,,,,,,,,,,
,"2,21,40,588",,,,,,,,,,,,
,"60,61,627",,,,,,,,,,,,
,"1,98,85,243",,,,,,,,,,,,
,"1,13,88,735",,,,,,,,,,,,
,"1,48,46,845",,,,,,,,,,,,
,"3,51,77,258",,,,,,,,,,,,
,"1,55,02,455",,,,,,,,,,,,
,"2,16,97,435",,,,,,,,,,,,
,"69,70,560",,,,,,,,,,,,
,"1,12,16,510",,,,,,,,,,,,
,"79,51,733",,,,,,,,,,,,
,"1,22,28,447",,,,,,,,,,,,
,"75,69,180",,,,,,,,,,,,
,"1,71,40,014",,,,,,,,,,,,
,"1,65,13,105",,,,,,,,,,,,
,"98,46,543",,,,,,,,,,,,
,"1,09,70,950",,,,,,,,,,,,
,"75,30,961",,,,,,,,,,,,
,"40,84,280",,,,,,,,,,,,
,"79,16,494",,,,,,,,,,,,
,"87,21,470",,,,,,,,,,,,
,"45,49,632",,,,,,,,,,,,
,"1,63,74,896",,,,,,,,,,,,
,"1,37,02,558",,,,,,,,,,,,
,"81,17,367",,,,,,,,,,,,
,"70,70,196",,,,,,,,,,,,
,"72,42,190",,,,,,,,,,,,
,"1,62,34,978",,,,,,,,,,,,
,"2,31,93,226",,,,,,,,,,,,
,"1,07,35,760",,,,,,,,,,,,
,"77,17,700",,,,,,,,,,,,
,"1,20,40,564",,,,,,,,,,,,
,"51,37,111",,,,,,,,,,,,
,"83,46,248",,,,,,,,,,,,
,"1,82,90,045",,,,,,,,,,,,
,"1,18,51,000",,,,,,,,,,,,
,"1,08,92,226",,,,,,,,,,,,
,"62,63,577",,,,,,,,,,,,
,"67,75,687",,,,,,,,,,,,
,"1,14,74,394",,,,,,,,,,,,
,"2,14,26,197",,,,,,,,,,,,
,"1,28,34,100",,,,,,,,,,,,
,"1,32,54,177",,,,,,,,,,,,
,"1,29,95,925",,,,,,,,,,,,
,"64,06,538",,,,,,,,,,,,
,"74,35,887",,,,,,,,,,,,
,"68,97,021",,,,,,,,,,,,
,"1,06,63,482",,,,,,,,,,,,
,"1,32,81,826",,,,,,,,,,,,
,"83,55,973",,,,,,,,,,,,
,"97,12,830",,,,,,,,,,,,
,"1,47,30,253",,,,,,,,,,,,
,"33,97,249",,,,,,,,,,,,
,"77,85,035",,,,,,,,,,,,
,"61,23,281",,,,,,,,,,,,
,"2,51,10,594",,,,,,,,,,,,
,"1,03,21,881",,,,,,,,,,,,
,"46,09,950",,,,,,,,,,,,
,"1,13,18,106",,,,,,,,,,,,
,"51,85,611",,,,,,,,,,,,
,"68,63,430",,,,,,,,,,,,
,"79,48,094",,,,,,,,,,,,
,"1,50,86,644",,,,,,,,,,,,
,"1,08,75,711",,,,,,,,,,,,
,"62,91,407",,,,,,,,,,,,
,"1,60,68,954",,,,,,,,,,,,
,"26,40,605",,,,,,,,,,,,
,"3,07,50,166",,,,,,,,,,,,
,"1,50,83,894",,,,,,,,,,,,
,"74,49,460",,,,,,,,,,,,
,"64,64,357",,,,,,,,,,,,
,"87,07,500",,,,,,,,,,,,
,"1,30,56,149",,,,,,,,,,,,
,"1,21,45,700",,,,,,,,,,,,
,"70,35,300",,,,,,,,,,,,
,"88,41,000",,,,,,,,,,,,
,"90,35,679",,,,,,,,,,,,
,"50,75,659",,,,,,,,,,,,
,"72,68,430",,,,,,,,,,,,
,"1,52,02,049",,,,,,,,,,,,
,"1,31,59,227",,,,,,,,,,,,
,"1,30,41,318",,,,,,,,,,,,
,"1,45,47,812",,,,,,,,,,,,
,"82,54,064",,,,,,,,,,,,
,"69,64,937",,,,,,,,,,,,
,"69,88,750",,,,,,,,,,,,
,"40,51,960",,,,,,,,,,,,
,"1,01,89,788",,,,,,,,,,,,
,"43,40,798",,,,,,,,,,,,
,"1,11,16,710",,,,,,,,,,,,
,"1,06,99,114",,,,,,,,,,,,
,"68,51,174",,,,,,,,,,,,
,"1,08,04,776",,,,,,,,,,,,
,"86,48,711",,,,,,,,,,,,
,"77,41,708",,,,,,,,,,,,
,"57,95,100",,,,,,,,,,,,
,"1,55,68,622",,,,,,,,,,,,
,"1,28,34,647",,,,,,,,,,,,
,"72,10,348",,,,,,,,,,,,
,"1,48,50,785",,,,,,,,,,,,
,"41,88,963",,,,,,,,,,,,
,"98,15,027",,,,,,,,,,,,
,"74,84,384",,,,,,,,,,,,
,"86,49,860",,,,,,,,,,,,
,"2,78,66,537",,,,,,,,,,,,
,"90,87,144",,,,,,,,,,,,
,"45,20,581",,,,,,,,,,,,
,"1,79,60,811",,,,,,,,,,,,
,"43,55,438",,,,,,,,,,,,
,"1,86,15,047",,,,,,,,,,,,
,"78,57,585",,,,,,,,,,,,
,"1,47,07,477",,,,,,,,,,,,
,"1,02,85,000",,,,,,,,,,,,
,"96,67,974",,,,,,,,,,,,
,"1,13,83,727",,,,,,,,,,,,
,"2,63,07,353",,,,,,,,,,,,
,"1,37,66,692",,,,,,,,,,,,
,"1,08,45,465",,,,,,,,,,,,
,"2,25,18,580",,,,,,,,,,,,
,"79,24,283",,,,,,,,,,,,
,"1,05,03,420",,,,,,,,,,,,
,"1,96,05,471",,,,,,,,,,,,
,"59,21,022",,,,,,,,,,,,
,"99,15,444",,,,,,,,,,,,
,"1,54,51,697",,,,,,,,,,,,
,"82,73,827",,,,,,,,,,,,
,"70,49,665",,,,,,,,,,,,
,"47,15,196",,,,,,,,,,,,
,"4,52,71,048",,,,,,,,,,,,
,"71,85,477",,,,,,,,,,,,
,"1,09,94,522",,,,,,,,,,,,
,"2,19,64,087",,,,,,,,,,,,
,"1,12,93,509",,,,,,,,,,,,
,"2,04,29,546",,,,,,,,,,,,
,"1,23,62,749",,,,,,,,,,,,
,"1,01,74,500",,,,,,,,,,,,
,"1,16,18,997",,,,,,,,,,,,
,"45,47,000",,,,,,,,,,,,
,"49,20,166",,,,,,,,,,,,
,"2,29,83,879",,,,,,,,,,,,
,"1,05,02,520",,,,,,,,,,,,
,"51,41,169",,,,,,,,,,,,
,"51,78,506",,,,,,,,,,,,
,"62,17,629",,,,,,,,,,,,
,"78,40,926",,,,,,,,,,,,
,"1,15,21,440",,,,,,,,,,,,
,"2,51,12,879",,,,,,,,,,,,
,"45,71,199",,,,,,,,,,,,
,"1,27,98,655",,,,,,,,,,,,
,"1,19,29,581",,,,,,,,,,,,
,"83,10,639",,,,,,,,,,,,
,"88,74,497",,,,,,,,,,,,
,"55,38,767",,,,,,,,,,,,
,"62,09,464",,,,,,,,,,,,
,"1,33,91,536",,,,,,,,,,,,
,"83,39,785",,,,,,,,,,,,
,"89,65,776",,,,,,,,,,,,
,"79,15,869",,,,,,,,,,,,
,"85,42,463",,,,,,,,,,,,
,"1,17,59,500",,,,,,,,,,,,
,"55,84,756",,,,,,,,,,,,
,"75,88,998",,,,,,,,,,,,
,"32,92,001",,,,,,,,,,,,
,"1,37,32,775",,,,,,,,,,,,
,"49,28,817",,,,,,,,,,,,
,"1,14,81,697",,,,,,,,,,,,
,"42,23,620",,,,,,,,,,,,
,"56,76,696",,,,,,,,,,,,
,"2,21,84,825",,,,,,,,,,,,
,"68,26,459",,,,,,,,,,,,
,"72,05,039",,,,,,,,,,,,
,"1,15,93,301",,,,,,,,,,,,
,"1,98,61,223",,,,,,,,,,,,
,"26,74,963",,,,,,,,,,,,
,"1,39,85,623",,,,,,,,,,,,
,"45,91,807",,,,,,,,,,,,
,"2,36,28,718",,,,,,,,,,,,
,"1,14,23,225",,,,,,,,,,,,
,"1,75,07,606",,,,,,,,,,,,
,"95,40,496",,,,,,,,,,,,
,"77,07,382",,,,,,,,,,,,
,"67,19,375",,,,,,,,,,,,
,"1,81,77,308",,,,,,,,,,,,
,"1,47,28,956",,,,,,,,,,,,
,"1,72,99,420",,,,,,,,,,,,
,"92,45,548",,,,,,,,,,,,
,"46,70,672",,,,,,,,,,,,
,"71,99,796",,,,,,,,,,,,
,"1,01,56,014",,,,,,,,,,,,
,"1,27,86,701",,,,,,,,,,,,
,"63,44,976",,,,,,,,,,,,
,"1,52,84,635",,,,,,,,,,,,
,"88,19,300",,,,,,,,,,,,
,"1,21,45,163",,,,,,,,,,,,
,"58,50,718",,,,,,,,,,,,
,"64,83,014",,,,,,,,,,,,
,"87,09,488",,,,,,,,,,,,
,"70,05,657",,,,,,,,,,,,
,"2,18,46,616",,,,,,,,,,,,
,"1,21,50,761",,,,,,,,,,,,
,"77,59,690",,,,,,,,,,,,
,"32,97,456",,,,,,,,,,,,
,"1,89,62,339",,,,,,,,,,,,
,"1,31,44,565",,,,,,,,,,,,
,"67,71,485",,,,,,,,,,,,
,"1,30,12,635",,,,,,,,,,,,
,"60,04,929",,,,,,,,,,,,
,"1,76,97,138",,,,,,,,,,,,
,"96,62,043",,,,,,,,,,,,
,"1,29,22,651",,,,,,,,,,,,
,"67,95,569",,,,,,,,,,,,
,"1,32,56,179",,,,,,,,,,,,
,"2,17,31,902",,,,,,,,,,,,
,"1,20,15,611",,,,,,,,,,,,
,"82,66,155",,,,,,,,,,,,
,"96,51,977",,,,,,,,,,,,
,"2,26,81,419",,,,,,,,,,,,
,"1,57,33,273",,,,,,,,,,,,
,"72,43,060",,,,,,,,,,,,
,"1,29,59,488",,,,,,,,,,,,
,"92,54,628",,,,,,,,,,,,
,"81,02,391",,,,,,,,,,,,
,"38,38,856",,,,,,,,,,,,
,"83,79,389",,,,,,,,,,,,
,"74,67,176",,,,,,,,,,,,
,"90,63,671",,,,,,,,,,,,
,"1,08,17,212",,,,,,,,,,,,
,"39,82,200",,,,,,,,,,,,
,"46,33,858",,,,,,,,,,,,
,"1,15,30,580",,,,,,,,,,,,
,"68,63,500",,,,,,,,,,,,
,"1,17,38,970",,,,,,,,,,,,
,"55,71,171",,,,,,,,,,,,
,"1,04,70,689",,,,,,,,,,,,
,"59,04,127",,,,,,,,,,,,
,"79,12,572",,,,,,,,,,,,
,"69,28,845",,,,,,,,,,,,
,"1,24,14,555",,,,,,,,,,,,
,"1,01,57,940",,,,,,,,,,,,
,"41,63,281",,,,,,,,,,,,
,"2,01,42,106",,,,,,,,,,,,
,"82,81,931",,,,,,,,,,,,
,"31,68,817",,,,,,,,,,,,
,"2,02,68,423",,,,,,,,,,,,
,"1,79,55,758",,,,,,,,,,,,
,"1,40,21,088",,,,,,,,,,,,
,"1,49,44,340",,,,,,,,,,,,
,"80,19,769",,,,,,,,,,,,
,"2,10,50,044",,,,,,,,,,,,
,"1,96,09,413",,,,,,,,,,,,
,"83,99,981",,,,,,,,,,,,
,"1,16,35,871",,,,,,,,,,,,
,"94,94,447",,,,,,,,,,,,
,"43,08,812",,,,,,,,,,,,
,"1,33,67,000",,,,,,,,,,,,
,"1,21,51,060",,,,,,,,,,,,
,"81,20,599",,,,,,,,,,,,
,"1,73,32,768",,,,,,,,,,,,
,"1,29,83,855",,,,,,,,,,,,
,"1,53,54,000",,,,,,,,,,,,
,"1,81,15,022",,,,,,,,,,,,
,"30,72,709",,,,,,,,,,,,
,"1,29,80,800",,,,,,,,,,,,
,"1,81,84,500",,,,,,,,,,,,
,"40,22,495",,,,,,,,,,,,
,"1,09,15,500",,,,,,,,,,,,
,"1,65,19,070",,,,,,,,,,,,
,"40,86,482",,,,,,,,,,,,
,"1,38,19,026",,,,,,,,,,,,
,"1,84,99,521",,,,,,,,,,,,
,"1,15,03,033",,,,,,,,,,,,
,"78,33,535",,,,,,,,,,,,
,"1,18,35,921",,,,,,,,,,,,
,"1,90,36,857",,,,,,,,,,,,
,"1,34,70,522",,,,,,,,,,,,
,"1,43,91,769",,,,,,,,,,,,
,"1,79,00,603",,,,,,,,,,,,
,"1,19,63,000",,,,,,,,,,,,
,"1,14,68,538",,,,,,,,,,,,
,"2,00,70,067",,,,,,,,,,,,
,"74,12,000",,,,,,,,,,,,
,"67,30,500",,,,,,,,,,,,
,"42,35,329",,,,,,,,,,,,
,"1,54,81,189",,,,,,,,,,,,
,"75,99,751",,,,,,,,,,,,
,"1,07,31,180",,,,,,,,,,,,
,"40,65,980",,,,,,,,,,,,
,"63,16,632",,,,,,,,,,,,
,"61,97,724",,,,,,,,,,,,
,"66,96,322",,,,,,,,,,,,
,"70,94,633",,,,,,,,,,,,
,"1,43,15,415",,,,,,,,,,,,
,"1,04,24,732",,,,,,,,,,,,
,"45,26,937",,,,,,,,,,,,
,"1,35,31,935",,,,,,,,,,,,
,"85,53,287",,,,,,,,,,,,
,"52,99,030",,,,,,,,,,,,
,"45,83,734",,,,,,,,,,,,
,"1,35,27,267",,,,,,,,,,,,
